"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:01:41.7276094 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7276231 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7276419 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7276529 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7276994 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7277100 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7282525 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7282652 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7282890 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7282994 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7283417 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7283516 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7289642 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7289821 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS",""
"9:01:41.7290015 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Reliability","SUCCESS","Desired Access: Read"
